"Licenced Businesses"
"OBJECTID","ADDRESS","COMDISTNM","COMDISTCD","GETBUSID","EXP_DT","FIRST_ISS_DT","JOBSTATUSDESC","TRADENAME","WEBLCNCTYPEDESC","GLOBALID","LOAD_DATE","HOMEOCCIND","GLOBALID_GUID","lookupDistance"
"33070","UNAVAILABLE","SIGNAL HILL                             ","SIG","16292906","1708407041000","1676957441000","Licensed","BRILLIANT MINDS PRESCHOOL AND CHILDCARE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419749772}","1697852496000","Y","null","18,963.37"
"25690","UNAVAILABLE","SIGNAL HILL                             ","SIG","16306995","1711524663000","1679988663000","Licensed","ELIZABETH DAY HOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423913543}","1697852496000","Y","null","18,963.37"
"33055","UNAVAILABLE","SIGNAL HILL                             ","SIG","16264889","1704691824000","1673242224000","Pending Renewal","SUZIS PLAYCARE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411923176}","1697852496000","Y","null","18,963.37"
"33542","UNAVAILABLE","SIGNAL HILL                             ","SIG","16333791","1716450957000","1684914957000","Licensed","KIDZ KORNER","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX435405045}","1697852496000","Y","null","18,963.37"
"34566","UNAVAILABLE","SIGNAL HILL                             ","SIG","16347759","1726033155000","1694497155000","Licensed","SIERRA TOTS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX440999789}","1697852496000","Y","null","18,963.37"
"26107","UNAVAILABLE","SIGNAL HILL                             ","SIG","16266736","1705469423000","1674019823000","Licensed","LITTLE ANGELS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412324225}","1697852496000","Y","null","18,963.37"
"36615","UNAVAILABLE","TARADALE                                ","TAR","16352049","1720106026000","1688570026000","Licensed","UNIQUE DAY HOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX442733927}","1697852496000","Y","null","19,032.89"
"32599","UNAVAILABLE","TARADALE                                ","TAR","16302390","1711465453000","1679929453000","Licensed","TARADALE DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422041309}","1697852496000","Y","null","19,032.89"
"25601","UNAVAILABLE","TARADALE                                ","TAR","16307183","1711465336000","1679929336000","Licensed","SAAD DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423931404}","1697852496000","Y","null","19,032.89"
"26064","UNAVAILABLE","MARTINDALE                              ","MRT","16273179","1708579813000","1677130213000","Licensed","JESSIS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413985194}","1697852496000","Y","null","19,096.30"
"36576","UNAVAILABLE","MARTINDALE                              ","MRT","16342081","1718775250000","1687239250000","Licensed","MARIA'S LITTLE ANGELS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX439018181}","1697852496000","Y","null","19,096.30"
"34543","UNAVAILABLE","COLLINGWOOD                             ","COL","16373276","1723802543000","1692266543000","Licensed","NANA SUES DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX451107859}","1697852496000","Y","null","19,226.17"
"32279","UNAVAILABLE","COLLINGWOOD                             ","COL","16302804","1711713612000","1680177612000","Licensed","COLLINGWOOD DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422209681}","1697852496000","Y","null","19,226.17"
"34636","UNAVAILABLE","UNIVERSITY HEIGHTS                      ","UNI","16371775","1725100777000","1693564777000","Licensed","EVERGREEN","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX450487149}","1697852496000","Y","null","19,626.14"
"32530","UNAVAILABLE","THORNCLIFFE                             ","THO","16309700","1714036513000","1682500513000","Licensed","OTOOLE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424745227}","1697852496000","Y","null","19,795.61"
"21788","UNAVAILABLE","THORNCLIFFE                             ","THO","16269136","1705296685000","1673847085000","Pending Renewal","CINDY 2019","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412959139}","1697852496000","Y","null","19,795.61"
"23849","UNAVAILABLE","THORNCLIFFE                             ","THO","16389280","1729323275000","1697787275000","Licensed","SIMPLY DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX458903581}","1697852496000","Y","null","19,795.61"
"26451","UNAVAILABLE","WILDWOOD                                ","WLD","16289787","1707990606000","1676541006000","Licensed","JESSIES PLACE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418789356}","1697852496000","Y","null","19,829.73"
"36062","UNAVAILABLE","STRATHCONA PARK                         ","STR","16337974","1717492613000","1685956613000","Licensed","HAPPY KIDS-SUNNY TRAILS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX437370455}","1697852496000","Y","null","20,250.89"
"34479","UNAVAILABLE","STRATHCONA PARK                         ","STR","16337263","1726575389000","1695039389000","Licensed","LITTLE MIRACLES MONTESSORI EDUCATION","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX437061733}","1697852496000","Y","null","20,250.89"
"26049","UNAVAILABLE","STRATHCONA PARK                         ","STR","16266405","1706279230000","1674829630000","Licensed","JILLS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412245220}","1697852496000","Y","null","20,250.89"
"26549","UNAVAILABLE","STRATHCONA PARK                         ","STR","16274755","1705901425000","1674451825000","Licensed","BOCHRA","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414524285}","1697852496000","Y","null","20,250.89"
"35891","UNAVAILABLE","STRATHCONA PARK                         ","STR","16315947","1725697983000","1694161983000","Licensed","THELMA'S DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX427381028}","1697852496000","Y","null","20,250.89"
"23498","UNAVAILABLE","SADDLE RIDGE                            ","SAD","16392821","1727875435000","1696339435000","Licensed","CHILDREN HOUSE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX460336106}","1697852496000","Y","null","20,663.33"
"32240","UNAVAILABLE","SADDLE RIDGE                            ","SAD","16295503","1709098212000","1677562212000","Licensed","BRIGHT TOTS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420274664}","1697852496000","Y","null","20,663.33"
"33969","UNAVAILABLE","DISCOVERY RIDGE                         ","DIS","16304552","1711186920000","1679650920000","Licensed","GRIFFITH WOODS OUT OF SCHOOL CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422939633}","1697852496000","Y","null","21,068.09"
"26311","UNAVAILABLE","COACH HILL                              ","COA","16287872","1707983206000","1676533606000","Licensed","ED KIDS CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418371902}","1697852496000","Y","null","21,170.82"
"32777","UNAVAILABLE","SPRINGBANK HILL                         ","SPH","16269383","1716380506000","1684844506000","Licensed","TRACEYS HOUSE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413032636}","1697852496000","Y","null","21,210.30"
"36535","UNAVAILABLE","SPRINGBANK HILL                         ","SPH","16271710","1705296710000","1673847110000","Pending Renewal","MOTHERLAND DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413559718}","1697852496000","Y","null","21,210.30"
"27789","UNAVAILABLE","HUNTINGTON HILLS                        ","HUN","16264780","1704188629000","1672739029000","Pending Renewal","BLOOD DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411907188}","1697852496000","Y","null","21,239.63"
"33327","UNAVAILABLE","HUNTINGTON HILLS                        ","HUN","16276669","1706247019000","1674797419000","Licensed","KIDS CREATIVE MINDS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX415287038}","1697852496000","Y","null","21,239.63"
"27534","UNAVAILABLE","MONTGOMERY                              ","MON","16310203","1713455838000","1681919838000","Licensed"," BAMBINI","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424895883}","1697852496000","Y","null","21,241.40"
"26518","UNAVAILABLE","PATTERSON                               ","PAT","16288599","1712072076000","1680536076000","Licensed","SAKURA CHILD CARE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418501483}","1697852496000","Y","null","21,495.93"
"34603","UNAVAILABLE","BRENTWOOD                               ","BRE","16309726","1714838106000","1683302106000","Licensed","CHANTALS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424745817}","1697852496000","Y","null","21,607.41"
"33342","UNAVAILABLE","ASPEN WOODS","ASP","16283988","1707456616000","1676007016000","Licensed","DAYHOME-CHILDCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417220645}","1697852496000","Y","null","22,104.03"
"33679","UNAVAILABLE","ASPEN WOODS","ASP","16329906","1718343322000","1686807322000","Licensed","GOLDEN SMILES DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX433570309}","1697852496000","Y","null","22,104.03"
"33080","UNAVAILABLE","ASPEN WOODS","ASP","16285066","1707802211000","1676352611000","Licensed","LIVING WATER DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417597269}","1697852496000","Y","null","22,104.03"
"26615","UNAVAILABLE","CITYSCAPE                               ","CSC","16287708","1722089911000","1690553911000","Licensed","NURSERY SHINE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418352236}","1697852496000","Y","null","22,299.24"
"33758","UNAVAILABLE","VARSITY                                 ","VAR","16292435","1711640557000","1680104557000","Licensed","SPECKLED FROGS ARTHOUSE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419588998}","1697852496000","Y","null","22,595.24"
"33195","UNAVAILABLE","VARSITY                                 ","VAR","16294308","1714555006000","1683019007000","Licensed","GLOBAL KIDZ DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420102598}","1697852496000","Y","null","22,595.24"
"33924","UNAVAILABLE","BEDDINGTON HEIGHTS                      ","BED","16283855","1707197409000","1675747810000","Licensed","CORRIS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417186498}","1697852496000","Y","null","22,723.78"
"26431","UNAVAILABLE","BEDDINGTON HEIGHTS                      ","BED","16266819","1704786101000","1673336501000","Pending Renewal","BLOOMING BUTTERFLIES EARLY LEARNING","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412337469}","1697852496000","Y","null","22,723.78"
"26716","UNAVAILABLE","WEST SPRINGS","WSP","16310401","1714809480000","1683273481000","Licensed","MONICAS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424929399}","1697852496000","Y","null","22,841.31"
"35847","UNAVAILABLE","WEST SPRINGS","WSP","16309940","1714653186000","1683117187000","Licensed","FUTURE AHEAD DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424826747}","1697852496000","Y","null","22,841.31"
"32987","UNAVAILABLE","WEST SPRINGS","WSP","16329096","1715671510000","1684135510000","Licensed","A CHILDRENS CASTLE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX433212234}","1697852496000","Y","null","22,841.31"
"26046","UNAVAILABLE","WEST SPRINGS","WSP","16266470","1705588041000","1674138441000","Licensed","TONI ISTVANFFY DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412256884}","1697852496000","Y","null","22,841.31"
"32787","UNAVAILABLE","WEST SPRINGS","WSP","16278533","1706506221000","1675056621000","Licensed","ARTISTIC FLAIR CHILDCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX415743753}","1697852496000","Y","null","22,841.31"
"25859","UNAVAILABLE","WEST SPRINGS","WSP","16300014","1709616653000","1678080653000","Licensed","JD PLACE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421372121}","1697852496000","Y","null","22,841.31"
"25953","UNAVAILABLE","WEST SPRINGS","WSP","16279846","1707388299000","1675938699000","Licensed","SOFIA DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX416290188}","1697852496000","Y","null","22,841.31"
"32235","UNAVAILABLE","CORNERSTONE","CNS","16297145","1714748582000","1683212582000","Licensed","270 FOUZIA DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420583701}","1697852496000","Y","null","23,562.03"
"25635","UNAVAILABLE","CORNERSTONE","CNS","16306771","1711524773000","1679988773000","Licensed","ITS A FUNDAY","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423869089}","1697852496000","Y","null","23,562.03"
"33779","UNAVAILABLE","CORNERSTONE","CNS","16294563","1711016661000","1679480661000","Licensed","BUDDIES HOME DAY CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420177096}","1697852496000","Y","null","23,562.03"
"35564","UNAVAILABLE","COUGAR RIDGE","CGR","16310377","1713504618000","1681968619000","Licensed","FUTURE AHEAD DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424927317}","1697852496000","Y","null","23,653.31"
"32779","UNAVAILABLE","COUGAR RIDGE","CGR","16269201","1707910898000","1676461298000","Licensed","BRIDGETTSDAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412981346}","1697852496000","Y","null","23,653.31"
"26452","UNAVAILABLE","COUGAR RIDGE","CGR","16290090","1708407026000","1676957426000","Licensed","IRENE'S DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418879578}","1697852496000","Y","null","23,653.31"
"26724","UNAVAILABLE","COUGAR RIDGE","CGR","16364531","1728032013000","1696496013000","Licensed","ABC DAYHOMES","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX447507927}","1697852496000","Y","null","23,653.31"
"25570","UNAVAILABLE","COUGAR RIDGE","CGR","16306458","1711616112000","1680080112000","Licensed","KAES HOMEBASED CHILDCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423774562}","1697852496000","Y","null","23,653.31"
"33756","UNAVAILABLE","COUGAR RIDGE","CGR","16292476","1710418316000","1678882316000","Licensed","YOYO DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419604716}","1697852496000","Y","null","23,653.31"
"33612","UNAVAILABLE","SKYVIEW RANCH                           ","SKR","16268120","1707127493000","1675677893000","Licensed","LE BON CHEMIN MONTESSORI CENTRE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412644790}","1697852496000","Y","null","23,764.43"
"32077","UNAVAILABLE","SKYVIEW RANCH                           ","SKR","16267957","1705901422000","1674451822000","Licensed","MEA MEA DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412595532}","1697852496000","Y","null","23,764.43"
"29933","UNAVAILABLE","SKYVIEW RANCH                           ","SKR","16308967","1712046456000","1680510456000","Licensed","KUKU TODDLERS  DAY CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424571667}","1697852496000","Y","null","23,764.43"
"25639","UNAVAILABLE","SKYVIEW RANCH                           ","SKR","16307480","1713951915000","1682415915000","Licensed","CHIQUI KIDS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423954870}","1697852496000","Y","null","23,764.43"
"25735","UNAVAILABLE","SKYVIEW RANCH                           ","SKR","16306607","1711615858000","1680079858000","Licensed","MARY-LEAD VENTURES","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423811245}","1697852496000","Y","null","23,764.43"
"33194","UNAVAILABLE","HARVEST HILLS                           ","HAR","16295529","1708666208000","1677216608000","Licensed","SANDYS DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420276610}","1697852496000","Y","null","23,915.45"
"27485","UNAVAILABLE","HARVEST HILLS                           ","HAR","16264715","1704188627000","1672739027000","Pending Renewal","TRACIS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411903106}","1697852496000","Y","null","23,915.45"
"26715","UNAVAILABLE","HARVEST HILLS                           ","HAR","16310138","1711799315000","1680263315000","Licensed","HAPPY CAMPERS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424879096}","1697852496000","Y","null","23,915.45"
"26583","UNAVAILABLE","HARVEST HILLS                           ","HAR","16290926","1708407027000","1676957427000","Licensed","DAYHOME SILVANA ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419076645}","1697852496000","Y","null","23,915.45"
"29692","UNAVAILABLE","HARVEST HILLS                           ","HAR","16308694","1716269445000","1684733445000","Licensed","MS LISEL CHILDCARE SERVICES ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424462998}","1697852496000","Y","null","23,915.45"
"32942","UNAVAILABLE","DALHOUSIE                               ","DAL","16316010","1713504619000","1681968619000","Move in Progress","MINDFUL KIDDOS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX427420736}","1697852496000","Y","null","23,932.84"
"36398","UNAVAILABLE","COUNTRY HILLS                           ","COU","16336984","1719293440000","1687757440000","Licensed","LIMITLESS LITTLE LEARNERS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX436927426}","1697852496000","Y","null","24,081.11"
"31911","UNAVAILABLE","SANDSTONE VALLEY                        ","SAN","16278608","1706506222000","1675056622000","Licensed","CAMILA ALFARO DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX415776416}","1697852496000","Y","null","24,082.26"
"33084","UNAVAILABLE","SANDSTONE VALLEY                        ","SAN","16294357","1712237105000","1680701105000","Licensed","EDGEHILL EDUCATION","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420119115}","1697852496000","Y","null","24,082.26"
"27866","UNAVAILABLE","BOWNESS                                 ","BOW","16265258","1704188636000","1672739036000","Pending Renewal","HOME BASED CHILD CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411982394}","1697852496000","Y","null","24,099.27"
"32211","UNAVAILABLE","BOWNESS                                 ","BOW","16270332","1709740762000","1678204762000","Licensed","LITTLE BITS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413267991}","1697852496000","Y","null","24,099.27"
"34048","UNAVAILABLE","MACEWAN GLEN","MAC","16377368","1724833855000","1693297855000","Licensed","JELENA MCALINDEN","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX452964464}","1697852496000","Y","null","24,682.97"
"33205","UNAVAILABLE","EDGEMONT                                ","EDG","16286148","1707715834000","1676266234000","Licensed","LE PETIT ECOLIER FRENCH GARDERIE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417897335}","1697852496000","Y","null","24,901.33"
"26504","UNAVAILABLE","EDGEMONT                                ","EDG","16273799","1705642204000","1674192604000","Licensed","LILIA'S DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414207638}","1697852496000","Y","null","24,901.33"
"26661","UNAVAILABLE","EDGEMONT                                ","EDG","16274987","1705901427000","1674451827000","Licensed","GAILS PLACE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414616190}","1697852496000","Y","null","24,901.33"
"25819","UNAVAILABLE","EDGEMONT                                ","EDG","16279853","1713281919000","1681745919000","Licensed","DEEPS EDGERIDGE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX416291844}","1697852496000","Y","null","24,901.33"
"33238","UNAVAILABLE","EDGEMONT                                ","EDG","16303174","1711616884000","1680080884000","Licensed","PEACE OF MIND DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422468375}","1697852496000","Y","null","24,901.33"
"27787","UNAVAILABLE","SILVER SPRINGS                          ","SIL","16264814","1704188630000","1672739030000","Pending Renewal","ANNA LIZA DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411908116}","1697852496000","Y","null","25,366.77"
"26521","UNAVAILABLE","SILVER SPRINGS                          ","SIL","16290637","1708407026000","1676957426000","Licensed","CHILDCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419043875}","1697852496000","Y","null","25,366.77"
"32932","UNAVAILABLE","SILVER SPRINGS                          ","SIL","16295404","1712842682000","1681306682000","Licensed","LITTLE SPRINGS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420251517}","1697852496000","Y","null","25,366.77"
"32088","UNAVAILABLE","SILVER SPRINGS                          ","SIL","16267627","1710937846000","1679401846000","Licensed","ASHLEY HOWE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412463418}","1697852496000","Y","null","25,366.77"
"21594","UNAVAILABLE","SILVER SPRINGS                          ","SIL","16264673","1704432612000","1672983012000","Pending Renewal","RACHELES DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411900560}","1697852496000","Y","null","25,366.77"
"26100","UNAVAILABLE","COVENTRY HILLS                          ","COV","16293409","1708407042000","1676957442000","Licensed","CHRISTINE FAWCETT-SIPOS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419869046}","1697852496000","Y","null","25,702.60"
"32140","UNAVAILABLE","COVENTRY HILLS                          ","COV","16308637","1711615143000","1680079143000","Licensed","AIM KIDZ DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424450367}","1697852496000","Y","null","25,702.60"
"25688","UNAVAILABLE","COVENTRY HILLS                          ","COV","16305948","1711616152000","1680080152000","Licensed","HOME AWAY FROM HOME DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423475135}","1697852496000","Y","null","25,702.60"
"21446","UNAVAILABLE","COVENTRY HILLS                          ","COV","16268484","1705296677000","1673847077000","Pending Renewal","BUGABOO DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412758172}","1697852496000","Y","null","25,702.60"
"34607","UNAVAILABLE","COVENTRY HILLS                          ","COV","16308512","1711615176000","1680079176000","Licensed","AILEENS CHILDCARE SERVICES ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424382121}","1697852496000","Y","null","25,702.60"
"32076","UNAVAILABLE","COVENTRY HILLS                          ","COV","16267643","1709387685000","1677851685000","Licensed","LITTLE SPROUTZ DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412468126}","1697852496000","Y","null","25,702.60"
"32494","UNAVAILABLE","COVENTRY HILLS                          ","COV","16284572","1707197411000","1675747811000","Licensed","HANDS OF LOVE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417420036}","1697852496000","Y","null","25,702.60"
"26508","UNAVAILABLE","COVENTRY HILLS                          ","COV","16274219","1705469438000","1674019838000","Licensed","HAPPY HILLS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414379185}","1697852496000","Y","null","25,702.60"
"33654","UNAVAILABLE","HIDDEN VALLEY                           ","HID","16319501","1714043197000","1682507197000","Licensed","LA LUMIERE KIDS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX428999263}","1697852496000","Y","null","25,901.93"
"26338","UNAVAILABLE","HIDDEN VALLEY                           ","HID","16287880","1707715844000","1676266244000","Licensed","CARLA POLLARD CHILDCARE SERVICES ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418378820}","1697852496000","Y","null","25,901.93"
"27317","UNAVAILABLE","HIDDEN VALLEY                           ","HID","16309627","1712237467000","1680701467000","Licensed","BRENDA DAYCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424728885}","1697852496000","Y","null","25,901.93"
"33908","UNAVAILABLE","HIDDEN VALLEY                           ","HID","16292468","1708407038000","1676957438000","Licensed","PLAYFUL DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419601105}","1697852496000","Y","null","25,901.93"
"21597","UNAVAILABLE","HIDDEN VALLEY                           ","HID","16265456","1704432613000","1672983013000","Pending Renewal","CATERPILLAR DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412009372}","1697852496000","Y","null","25,901.93"
"32273","UNAVAILABLE","HIDDEN VALLEY                           ","HID","16302747","1711016063000","1679480063000","Licensed","LITTLE HANDS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422194596}","1697852496000","Y","null","25,901.93"
